SITE,Date,Hour,OZONE,TEMP_F,StateCode,CountyCode,SiteNum,Latitude,Longitude,Time,Parameter,YEAR,Month,Day
27-137-7001,2016-10-28,3,9,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,28
27-137-7001,2016-10-29,3,6,39.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,29
27-137-7001,2016-10-30,3,7,40.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2016,10,30
27-137-7001,2016-10-31,1,4,35,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2016,10,31
27-137-7001,2017-04-01,1,12,33.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,01
27-137-7001,2017-04-02,1,14,33.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,02
27-137-7001,2017-04-03,1,16,28.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,03
27-137-7001,2017-04-04,4,12,33.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,4,04
27-137-7001,2017-04-05,1,16,43.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,05
27-137-7001,2017-04-06,0,16,50,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,06
27-137-7001,2017-04-07,0,20,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,07
27-137-7001,2017-04-08,0,14,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,08
27-137-7001,2017-04-09,0,14,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,09
27-137-7001,2017-04-10,0,16,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,10
27-137-7001,2017-04-11,0,31,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,11
27-137-7001,2017-04-12,1,12,41,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,12
27-137-7001,2017-04-13,3,11,38.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,4,13
27-137-7001,2017-04-14,3,8,27.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,4,14
27-137-7001,2017-04-15,0,12,30.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,15
27-137-7001,2017-04-16,0,10,26.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,16
27-137-7001,2017-04-17,0,12,36.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,17
27-137-7001,2017-04-18,5,12,39.2,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,4,18
27-137-7001,2017-04-19,1,18,47,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,19
27-137-7001,2017-04-20,2,19,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,4,20
27-137-7001,2017-04-21,0,11,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,21
27-137-7001,2017-04-22,1,8,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,22
27-137-7001,2017-04-23,2,11,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,4,23
27-137-7001,2017-04-24,0,11,35.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,24
27-137-7001,2017-04-25,4,9,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,4,25
27-137-7001,2017-04-26,5,8,40.4,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,4,26
27-137-7001,2017-04-27,0,9,33.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,4,27
27-137-7001,2017-04-28,1,11,35.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,28
27-137-7001,2017-04-29,1,10,38.3,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,4,29
27-137-7001,2017-04-30,11,8,39.2,27,137,7001,47.523355,-92.536305,1899-12-31T11:00:00Z,88101,2017,4,30
27-137-7001,2017-05-01,2,7,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,01
27-137-7001,2017-05-02,13,10,49.4,27,137,7001,47.523355,-92.536305,1899-12-31T13:00:00Z,88101,2017,5,02
27-137-7001,2017-05-03,4,8,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,5,03
27-137-7001,2017-05-04,0,12,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,04
27-137-7001,2017-05-05,2,10,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,05
27-137-7001,2017-05-06,0,12,45.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,06
27-137-7001,2017-05-07,0,9,47,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,07
27-137-7001,2017-05-08,4,19,43.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,5,08
27-137-7001,2017-05-09,5,10,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,5,09
27-137-7001,2017-05-10,5,13,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,5,10
27-137-7001,2017-05-11,18,8,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T18:00:00Z,88101,2017,5,11
27-137-7001,2017-05-12,2,8,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,12
27-137-7001,2017-05-13,0,8,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,13
27-137-7001,2017-05-14,2,11,50,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,14
27-137-7001,2017-05-15,4,10,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,5,15
27-137-7001,2017-05-16,0,11,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,16
27-137-7001,2017-05-17,0,12,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,17
27-137-7001,2017-05-18,1,23,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,18
27-137-7001,2017-05-19,2,14,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,19
27-137-7001,2017-05-20,0,17,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,20
27-137-7001,2017-05-21,0,11,58.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,21
27-137-7001,2017-05-22,0,6,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,22
27-137-7001,2017-05-23,3,14,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,23
27-137-7001,2017-05-24,1,15,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,24
27-137-7001,2017-05-25,1,16,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,25
27-137-7001,2017-05-26,0,19,83,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,26
27-137-7001,2017-05-27,0,8,65,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,27
27-137-7001,2017-05-28,8,11,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2017,5,28
27-137-7001,2017-05-29,0,11,81.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,29
27-137-7001,2017-05-30,0,15,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,30
27-137-7001,2017-05-31,1,16,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,31
27-137-7001,2017-06-01,0,13,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,01
27-137-7001,2017-06-02,0,8,62,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,02
27-137-7001,2017-06-03,0,8,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,03
27-137-7001,2017-06-04,3,12,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,04
27-137-7001,2017-06-05,1,10,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,05
27-137-7001,2017-06-06,2,13,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,06
27-137-7001,2017-06-07,0,13,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,07
27-137-7001,2017-06-08,5,11,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,6,08
27-137-7001,2017-06-09,1,9,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,09
27-137-7001,2017-06-10,1,11,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,10
27-137-7001,2017-06-11,2,15,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,11
27-137-7001,2017-06-12,0,14,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,12
27-137-7001,2017-06-13,1,12,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,13
27-137-7001,2017-06-14,4,9,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,6,14
27-137-7001,2017-06-15,3,14,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,15
27-137-7001,2017-06-16,4,26,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,6,16
27-137-7001,2017-06-17,11,8,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T11:00:00Z,88101,2017,6,17
27-137-7001,2017-06-18,3,10,65,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,18
27-137-7001,2017-06-19,3,13,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,19
27-137-7001,2017-06-20,0,14,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,20
27-137-7001,2017-06-21,4,11,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,6,21
27-137-7001,2017-06-22,4,12,60.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,6,22
27-137-7001,2017-06-23,9,10,80,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2017,6,23
27-137-7001,2017-06-24,2,12,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,24
27-137-7001,2017-06-25,0,8,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,25
27-137-7001,2017-06-26,0,11,60.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,26
27-137-7001,2017-06-27,0,15,63.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,27
27-137-7001,2017-06-28,6,14,81.2,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,6,28
27-137-7001,2017-06-29,11,8,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T11:00:00Z,88101,2017,6,29
27-137-7001,2017-06-30,0,7,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,30
27-137-7001,2017-07-01,0,11,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,01
27-137-7001,2017-07-02,2,12,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,02
27-137-7001,2017-07-03,0,12,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,03
27-137-7001,2017-07-04,3,15,74,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,7,04
27-137-7001,2017-07-05,5,16,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,7,05
27-137-7001,2017-07-06,4,11,83,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,7,06
27-137-7001,2017-07-07,0,14,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,07
27-137-7001,2017-07-08,0,12,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,08
27-137-7001,2017-07-09,0,8,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,09
27-137-7001,2017-07-10,0,11,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,10
27-137-7001,2017-07-11,6,23,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,7,11
27-137-7001,2017-07-12,0,15,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,12
27-137-7001,2017-07-13,5,18,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,7,13
27-137-7001,2017-07-14,2,8,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,14
27-137-7001,2017-07-15,9,8,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2017,7,15
27-137-7001,2017-07-16,5,10,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,7,16
27-137-7001,2017-07-17,1,13,74,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,17
27-137-7001,2017-07-18,8,15,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2017,7,18
27-137-7001,2017-07-19,3,17,74,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,7,19
27-137-7001,2017-07-20,3,16,77,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,7,20
27-137-7001,2017-07-21,1,27,87.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,21
27-137-7001,2017-07-22,1,18,77.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,22
27-137-7001,2017-07-23,5,11,71,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,7,23
27-137-7001,2017-07-24,0,8,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,24
27-137-7001,2017-07-25,2,13,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,25
27-137-7001,2017-07-26,2,18,84.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,26
27-137-7001,2017-07-27,1,9,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,27
27-137-7001,2017-07-28,0,10,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,28
27-137-7001,2017-07-29,0,13,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,29
27-137-7001,2017-08-05,16,14,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T16:00:00Z,88101,2017,8,05
27-137-7001,2017-08-06,5,23,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,8,06
27-137-7001,2017-08-07,0,16,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,07
27-137-7001,2017-08-08,5,16,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,8,08
27-137-7001,2017-08-09,5,19,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,8,09
27-137-7001,2017-08-10,1,21,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,10
27-137-7001,2017-08-11,0,18,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,11
27-137-7001,2017-08-12,0,9,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,12
27-137-7001,2017-08-13,0,10,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,13
27-137-7001,2017-08-14,3,6,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,8,14
27-137-7001,2017-08-15,0,10,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,15
27-137-7001,2017-08-16,1,15,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,16
27-137-7001,2017-08-17,2,16,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,17
27-137-7001,2017-08-18,4,7,68.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,8,18
27-137-7001,2017-08-19,2,6,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,19
27-137-7001,2017-08-20,0,8,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,20
27-137-7001,2017-08-21,1,6,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,21
27-137-7001,2017-08-22,1,12,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,22
27-137-7001,2017-08-23,4,9,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,8,23
27-137-7001,2017-08-24,1,14,71,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,24
27-137-7001,2017-08-25,0,15,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,25
27-137-7001,2017-08-26,1,6,65,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,26
27-137-7001,2017-08-27,0,7,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,27
27-137-7001,2017-08-28,2,12,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,28
27-137-7001,2017-08-29,1,4,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,29
27-137-7001,2017-08-30,0,7,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,30
27-137-7001,2017-08-31,2,5,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,31
27-137-7001,2017-09-01,2,6,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,01
27-137-7001,2017-09-02,0,7,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,02
27-137-7001,2017-09-03,1,5,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,03
27-137-7001,2017-09-04,0,6,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,04
27-137-7001,2017-09-05,5,6,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,9,05
27-137-7001,2017-09-06,0,13,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,06
27-137-7001,2017-09-07,0,7,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,07
27-137-7001,2017-09-08,0,8,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,08
27-137-7001,2017-09-09,2,12,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,09
27-137-7001,2017-09-10,0,5,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,10
27-137-7001,2017-09-11,0,6,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,11
27-137-7001,2017-09-12,1,6,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,12
27-137-7001,2017-09-13,4,11,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,9,13
27-137-7001,2017-09-14,2,14,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,14
27-137-7001,2017-09-15,5,6,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,9,15
27-137-7001,2017-09-16,0,8,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,16
27-137-7001,2017-09-17,0,8,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,17
27-137-7001,2017-09-18,1,6,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,18
27-137-7001,2017-09-19,1,12,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,19
27-137-7001,2017-09-20,0,11,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,20
27-137-7001,2017-09-21,4,6,54.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,9,21
27-137-7001,2017-09-22,3,8,71,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,9,22
27-137-7001,2017-09-23,0,10,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,23
27-137-7001,2017-09-24,6,8,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,9,24
27-137-7001,2017-09-25,3,15,63.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,9,25
27-137-7001,2017-09-26,0,14,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,26
27-137-7001,2017-09-27,0,16,75.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,27
27-137-7001,2017-09-28,10,23,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T10:00:00Z,88101,2017,9,28
27-137-7001,2017-09-29,3,5,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,9,29
27-137-7001,2017-09-30,0,5,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,30
27-137-7001,2017-10-01,0,9,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,01
27-137-7001,2017-10-02,3,9,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,02
27-137-7001,2017-10-03,6,7,45.2,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,10,03
27-137-7001,2017-10-04,2,5,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,04
27-137-7001,2017-10-05,0,5,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,05
27-137-7001,2017-10-06,0,11,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,06
27-137-7001,2017-10-07,1,10,47,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,07
27-137-7001,2017-10-08,0,5,49.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,08
27-137-7001,2017-10-09,3,7,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,09
27-137-7001,2017-10-10,4,7,44,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,10
27-137-7001,2017-10-11,4,10,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,11
27-137-7001,2017-10-12,3,10,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,12
27-137-7001,2017-10-13,5,17,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,10,13
27-137-7001,2017-10-14,2,9,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,14
27-137-7001,2017-10-15,1,7,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,15
27-137-7001,2017-10-16,0,7,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,16
27-137-7001,2017-10-17,5,9,49.4,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,10,17
27-137-7001,2017-10-18,1,6,47,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,18
27-137-7001,2017-10-19,3,10,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,19
27-137-7001,2017-10-20,4,8,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,20
27-137-7001,2017-10-21,4,6,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,21
27-137-7001,2017-10-22,1,7,51.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,22
27-137-7001,2017-10-23,3,7,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,23
27-137-7001,2017-10-24,2,11,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,24
27-137-7001,2017-10-25,9,10,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2017,10,25
27-137-7001,2017-10-26,0,13,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,26
27-137-7001,2017-10-27,6,10,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,10,27
27-137-7001,2017-10-28,6,5,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,10,28
27-137-7001,2017-10-29,4,5,40.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,29
27-137-7001,2017-10-30,4,6,41,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,10,30
27-137-7001,2017-10-31,0,6,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,31
27-137-7001,2018-04-01,0,14,33.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2018,4,01
